SepalLengthCm,SepalWidthCm,PetalLengthCm,PetalWidthCm,Species
-0.8976738791967656,1.0286112808972347,-1.3367940202882491,-1.3085928194379575,Iris-setosa
-1.1392004834649525,-0.1245403793014591,-1.3367940202882491,-1.3085928194379575,Iris-setosa
-1.3807270877331406,0.33672028477801885,-1.393469854952816,-1.3085928194379575,Iris-setosa
-1.5014903898672354,0.10608995273827987,-1.2801181856236823,-1.3085928194379575,Iris-setosa
-1.018437181330859,1.2592416129369741,-1.3367940202882491,-1.3085928194379575,Iris-setosa
-0.5353839727944828,1.95113260905619,-1.1667665162945489,-1.0465248315665374,Iris-setosa
-1.5014903898672354,0.7979809488574962,-1.3367940202882491,-1.1775588255022476,Iris-setosa
-1.018437181330859,0.7979809488574962,-1.2801181856236823,-1.3085928194379575,Iris-setosa
-1.7430169941354225,-0.3551707113411984,-1.3367940202882491,-1.3085928194379575,Iris-setosa
-1.1392004834649525,0.10608995273827987,-1.2801181856236823,-1.4396268133736676,Iris-setosa
-0.5353839727944828,1.4898719449767126,-1.2801181856236823,-1.3085928194379575,Iris-setosa
-1.259963785599047,0.7979809488574962,-1.2234423509591155,-1.3085928194379575,Iris-setosa
-1.259963785599047,-0.1245403793014591,-1.3367940202882491,-1.4396268133736676,Iris-setosa
-1.8637802962695171,-0.1245403793014591,-1.5068215242819496,-1.4396268133736676,Iris-setosa
-0.052330764258107294,2.181762941095929,-1.450145689617383,-1.3085928194379575,Iris-setosa
-0.17309406639220087,3.104284269254885,-1.2801181856236823,-1.0465248315665374,Iris-setosa
-0.5353839727944828,1.95113260905619,-1.393469854952816,-1.0465248315665374,Iris-setosa
-0.8976738791967656,1.0286112808972347,-1.3367940202882491,-1.1775588255022476,Iris-setosa
-0.17309406639220087,1.7205022770164506,-1.1667665162945489,-1.1775588255022476,Iris-setosa
-0.8976738791967656,1.7205022770164506,-1.2801181856236823,-1.1775588255022476,Iris-setosa
-0.5353839727944828,0.7979809488574962,-1.1667665162945489,-1.3085928194379575,Iris-setosa
-0.8976738791967656,1.4898719449767126,-1.2801181856236823,-1.0465248315665374,Iris-setosa
-1.5014903898672354,1.2592416129369741,-1.5634973589465164,-1.3085928194379575,Iris-setosa
-0.8976738791967656,0.5673506168177569,-1.1667665162945489,-0.9154908376308273,Iris-setosa
-1.259963785599047,0.7979809488574962,-1.053414846965415,-1.3085928194379575,Iris-setosa
-1.018437181330859,-0.1245403793014591,-1.2234423509591155,-1.3085928194379575,Iris-setosa
-1.018437181330859,0.7979809488574962,-1.2234423509591155,-1.0465248315665374,Iris-setosa
